ordinal	full_sha	subject	dashboard_scope	tags	attention	evidence_paths	migration_action	final_disposition
149	92fb5b804df2dffaf5b29ed0eff25495e6e7a94b	style: update developer playground prompt width and add max-width to post-generate layout	dashboard-only	UNIVERSAL_REACT	1	apps/frontend/dashboard/src/features/onboarding/step4/post-generate.tsx	Portable styling-only change.	mechanical port
150	03bd535bfcee263cd7d9848d453b7a7191496e89	refactor: simplify integration selection by replacing separate mode and language states with a unified choice state	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT	2	apps/frontend/dashboard/src/features/onboarding/step4/use-generate-api-key.ts,apps/frontend/dashboard/src/features/onboarding/onboarding-page.tsx	Preserve the current URL contract: lang stores ai or a language and mode is removed; port the existing finish navigation and Nuqs adapter without restoring the former two-parameter model.	semantic parity scenario
151	b364946d9aa6c9b237974191aa22074926069c04	refactor: replace custom animated integration pills with standardized button components and simplify developer playground layout	mixed	UNIVERSAL_REACT,SHARED_BACKEND	1	apps/frontend/dashboard/src/features/onboarding/step4/integration-language-pills.tsx,packages/ui/src/components/fancy-button.tsx	Portable React/shared-UI change; retain current selection and completion callbacks.	mechanical port
152	fc9607b11c1514d1d87dcfcaa6be1f4c90934dba	refactor: update primary brand color, standardize email feature iconography, and enhance UI components across onboarding and DNS settings.	mixed	UNIVERSAL_REACT,STALE_NEXT,SHARED_BACKEND	3	apps/frontend/dashboard/src/app/(protected)/onboarding/steps/configure-dns.tsx,apps/frontend/dashboard/src/features/onboarding/step3/configure-dns-step.tsx,packages/tailwind/style.css	The same UI was edited in stale Next and live feature trees; use the current feature implementation as source, compare unique stale behavior before replacement, and retain shared brand/icon changes.	blocking migration requirement
153	a3b30613ee979d1c16bd2acda40f856d1f628318	feat: update DNS auto-connect banner to support forceShow and include verifying status	dashboard-only	UNIVERSAL_REACT,STALE_NEXT	3	apps/frontend/dashboard/src/app/(protected)/(layout)/domain/[domainId]/components/dns-auto-connect-banner.tsx,apps/frontend/dashboard/src/features/domain/detail/components/dns-auto-connect-banner.tsx	Preserve forceShow, domain-id fallback, and verifying status from the live feature; diff the stale duplicate only for missing behavior, then remove it rather than choosing it as the new route component.	blocking migration requirement
154	1aa6b50b7a910487992ef64714cb5e55601f48a0	feat: upgrade DNS auto-connect buttons to FancyButton with animation and update path aliases	mixed	UNIVERSAL_REACT,STALE_NEXT,ENV_BUILD_DEPLOY,SHARED_BACKEND	3	apps/frontend/dashboard/src/app/(protected)/(layout)/domain/[domainId]/components/dns-auto-connect-banner.tsx,apps/frontend/dashboard/src/features/domain/detail/components/dns-auto-connect-banner.tsx,apps/frontend/dashboard/tsconfig.json	Keep live feature behavior and both # and @fe/dashboard aliases in the Next tsconfig; do not resurrect stale SWR/Next duplicates while preserving any unique imports they reveal.	blocking migration requirement
155	b026def32d2920bee3d73cc5304f00744ab11c44	feat: implement pending states and visual feedback for domain tracking toggles, and clean up completed implementation plans.	mixed	UNIVERSAL_REACT,CLIENT_SSR,SHARED_BACKEND,TEST_DOCS	2	apps/frontend/dashboard/src/features/domain/detail/components/domain-configuration-section.tsx,packages/ui/src/components/switch.tsx	Preserve async pending guards, flash timers, and shared Switch styling; test rejected and successful tracking changes and rapid repeated clicks.	semantic parity scenario
156	db669d0f595d9f7fa7f3ba3a353cfbb2781f68ae	feat: add loading states to domain action toasts using promise-based notifications	dashboard-only	UNIVERSAL_REACT	2	apps/frontend/dashboard/src/features/domain/detail/hooks/use-domain-actions.ts	Preserve the promise-returning domain action contract and invalidate-before-success behavior; test loading, success, and API-derived error transitions.	semantic parity scenario
157	e9d8d3b1bff296445b93bf20884c3a2f65f37378	feat: add custom animated toast components and promise support to Toaster	none	SHARED_BACKEND	1	packages/ui/src/components/toast.tsx	Shared UI is portable, but the restored Next root Providers must mount this current Toaster implementation.	mechanical port
158	7fac9e5a56fa517f3893ce02fc9985af9a978f3b	refactor: upgrade toast utility to support asynchronous state management and integrate into domain update hooks	mixed	UNIVERSAL_REACT,SHARED_BACKEND	2	apps/frontend/dashboard/src/features/onboarding/step3/use-update-domain.ts,packages/ui/src/components/toast.tsx	Preserve returned promises and shared toast.promise semantics so callers can await updates; validate inbox, domain detail, and onboarding integrations.	semantic parity scenario
159	0ece035d600d5ca454a37adb78a0207168b6d169	refactor: update success toast icon design and simplify rendering logic	none	SHARED_BACKEND	0	packages/ui/src/components/toast.tsx	Shared styling-only follow-up; inherited unchanged.	preserved by ancestry
160	3c7049df7e963fcca338fb8a1a8db7a0153d5220	style: update key icon size and remove container border in onboarding step 4	dashboard-only	UNIVERSAL_REACT	1	apps/frontend/dashboard/src/features/onboarding/step4/pre-generate.tsx	Portable styling-only change.	mechanical port
161	671c4d0feea60a4c7b663173237f8743eb7c1f7f	refactor: migrate authentication forms and buttons to FancyButton with updated styling and sizing	mixed	UNIVERSAL_REACT,SHARED_BACKEND	1	apps/frontend/dashboard/src/features/auth/login/login-form.tsx,packages/ui/src/components/fancy-button.tsx	Portable auth React/UI; keep current form status and provider-button semantics under the public client boundary.	mechanical port
162	04f2d5abcff56fcd77dd36fd1cb9fdc909f251a2	feat: add framer-motion slide animations to auth button states	dashboard-only	UNIVERSAL_REACT	1	apps/frontend/dashboard/src/features/auth/login/login-form.tsx,apps/frontend/dashboard/src/features/auth/verify-otp.tsx	Portable auth animation; retain within client form components and test loading labels.	mechanical port
163	8a199d39801d882953d9896d85417a5d7e0cf659	feat: add animated button label transitions to onboarding flow using framer-motion	dashboard-only	UNIVERSAL_REACT	1	apps/frontend/dashboard/src/features/onboarding/step1/create-org-step.tsx,apps/frontend/dashboard/src/features/onboarding/step4/post-generate.tsx	Portable onboarding animation; preserve state labels and disabled behavior.	mechanical port
164	81d27c7c838fc034d4d9c510508303baeb2b2ec7	refactor: standardize domain components, add refresh functionality, and enhance domain deletion handling	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/domain/components/domain-list-header.tsx,apps/frontend/dashboard/src/features/domain/page.tsx	Port /domain/add navigation and external-doc actions to Next while preserving manual invalidation, deleted-name banner, callback timing, filters, and removal of obsolete row navigation.	semantic parity scenario
165	385e099623a7974cf8d6a5cad39dc5a9bd281d05	refactor: replace custom dropdown with base-ui-select and use standard Link components for navigation consistency	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT	2	apps/frontend/dashboard/src/features/domain/components/domain-table.tsx,apps/frontend/dashboard/src/features/domain/components/domain-filter-dropdown.tsx	Carry the Base UI select as-is; convert domain-row Link to /domain/[domainId] with equivalent encoding, click target, keyboard behavior, and dropdown propagation.	semantic parity scenario
166	d6c32b5d4a2136bfb83480fe1fc7ee971b03d078	style: standardize action menu button sizing and icon styling across API key and domain components	dashboard-only	UNIVERSAL_REACT	1	apps/frontend/dashboard/src/features/domain/components/domain-dropdown.tsx	Portable action-menu styling and accessibility label.	mechanical port
167	13b54f69fd1b4b528c84030765f5c17cc4e132e9	refactor: update empty state UI components and simplify button styling across API keys and domains tables	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT	2	apps/frontend/dashboard/src/features/domain/components/empty-state.tsx	Port the live imperative /domain/add action to Next navigation; preserve the simplified filtered/unfiltered copy and do not restore the removed Link/docs controls.	semantic parity scenario
168	13bfec20b9f5eb434a6b305bf2a82c584542f890	refactor: migrate domain addition and verification buttons to FancyButton with animated loading states	dashboard-only	UNIVERSAL_REACT	1	apps/frontend/dashboard/src/features/domain/add/page.tsx,apps/frontend/dashboard/src/features/domain/add/setup/page.tsx	Portable React/UI; retain current submit, verification, loading, and existing post-verification navigation behavior.	mechanical port
169	29ef4ef4f13444b837bc69b71926e4bc3dc165d0	feat: improve DNS forwarding UI with email validation, loading states, and animated feedback	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/domain/add/setup/components/forward-dns-records.tsx	Preserve validation, API payload trimming, success timer, error state, and reset behavior; test close/unmount during the delayed success transition.	semantic parity scenario
170	fbe3fe165f16e77f9a629740add1778b29295d8b	refactor: conditionally render DNS instructions container only when not sent	dashboard-only	UNIVERSAL_REACT	1	apps/frontend/dashboard/src/features/domain/add/setup/components/forward-dns-records.tsx	Portable render-state change; preserve the success-only view.	mechanical port
171	233f7ee14c2a18b7a945f60869ebd77f4eeae292	feat: enhance ForwardDNSRecordsButton with spring animations and reduced motion support	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	1	apps/frontend/dashboard/src/features/domain/add/setup/components/forward-dns-records.tsx	Portable client animation; preserve reduced-motion handling.	mechanical port
172	a5e71e1eabbcc0de89b68826a7831e92093bb036	feat: add spring-based entrance animation and checkmark draw effect to DNS success icon	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	1	apps/frontend/dashboard/src/features/domain/add/setup/components/forward-dns-records.tsx	Portable client animation; preserve reduced-motion path behavior.	mechanical port
173	d9d4525fc5eb9a7414ea7fbca81d8f57b0f6970f	feat: add dynamic height animation and layout transition support for forward DNS records popover	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	1	apps/frontend/dashboard/src/features/domain/add/setup/components/forward-dns-records.tsx	Portable client animation; verify form, error, and success heights after hydration.	mechanical port
174	99478f9743d95b6ab1664de08f09a57e08bd647b	refactor: update delete domain modal UI, improve warning text, and replace button with FancyButton component	dashboard-only	UNIVERSAL_REACT	1	apps/frontend/dashboard/src/features/domain/components/delete-domain.tsx	Portable React/UI and copy; retain current destructive warning.	mechanical port
175	0ebfa6c01a37fb53515d485761dfcb8394d7c630	feat: implement hold-to-delete interaction with animation feedback for domain deletion	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	3	apps/frontend/dashboard/src/features/domain/components/delete-domain.tsx	Replace useRouterState with base-path-normalized usePathname and useNavigate with Next navigation; preserve detail-page detection, hold/cancel pointer semantics, delayed redirect to /domain, query cleanup, and target refs.	blocking migration requirement
176	4dd4f6a866f2b7a76810ca08cdb035e082fae6fe	feat: implement hold-to-confirm interaction for API key deletion and rotation modals	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/api-keys/modals/delete-api-key-modal.tsx,apps/frontend/dashboard/src/features/api-keys/modals/rotate-api-key-modal/index.tsx	Preserve pointer down/up/leave/cancel behavior, motion-value reset, keyboard alternative, and cleanup across modal close/unmount.	semantic parity scenario
177	a53a7db235f42d9fe8eae2f9bffc908aaf846038	style: standardize layout and remove vertical margins from DNS record sections	dashboard-only	UNIVERSAL_REACT	1	apps/frontend/dashboard/src/features/domain/detail/components/dns-records-section.tsx	Portable layout change; retain current visibility behavior.	mechanical port
178	9101c12b6c03b8995c785307a0e29ee0307f2a79	refactor: update domain tab menu UI styling and reorder imports for consistency	dashboard-only	UNIVERSAL_REACT,STALE_NEXT	3	apps/frontend/dashboard/src/app/(protected)/(layout)/domain/[domainId]/page.tsx,apps/frontend/dashboard/src/features/domain/detail/page.tsx	Both stale Next and live feature pages were edited; take tab geometry from the current feature version, audit stale Domain Connect callback handling separately, then replace the stale page with a thin App Router wrapper.	blocking migration requirement
179	c06c1dcf5c91ce205b1866cff69c49e28a837439	chore: update next to preview and upgrade sharp dependencies	none	ENV_BUILD_DEPLOY	3	package.json,bun.lock	The restored dashboard must consume the repository's current Next preview catalog and Sharp lock resolution, not the Next version that existed before the TanStack migration.	blocking migration requirement
180	9b7a7d4d6d7c19b0edb401cef840e5b21ac4c69d	refactor: update domain header to use FancyButton and integrate ForwardDNSRecordsButton with improved verification states	dashboard-only	UNIVERSAL_REACT	2	apps/frontend/dashboard/src/features/domain/detail/components/domain-header.tsx	Preserve pending/verifying/failed branching, disabled verification state, and the embedded forwarding action; include all statuses in parity tests.	semantic parity scenario
181	7743f47e6a81c67cee7a8be1e834057a71aca605	feat: add modal to forward DNS records and expose it in the domain dropdown menu	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/domain/add/setup/components/forward-dns-records-modal.tsx,apps/frontend/dashboard/src/features/domain/components/domain-dropdown.tsx	Preserve the reusable modal, clipboard actions, validation, verify/forward menu dispatch, reset effect, timers, and reduced-motion behavior in the client subtree.	semantic parity scenario
182	78909a4766633c474b667afd3a312c39ce6c1926	feat: improve forward DNS records modal with smooth layout animations and SVG success icon	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	1	apps/frontend/dashboard/src/features/domain/add/setup/components/forward-dns-records-modal.tsx	Portable client animation follow-up; retain error/form/success height transitions and reduced-motion behavior.	mechanical port
183	e339673ccfc043ec6c48dbdbf424ce74eea4ab35	feat: implement dynamic height measurement with react-use-measure in ForwardDNSRecordsModal for smooth spring-interpolated transitions	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/domain/add/setup/components/forward-dns-records-modal.tsx	Preserve the current modal height and motion JSX unchanged; it is framework-neutral React.	preserved by ancestry
184	083e25aaebaed26017e0998f47204bbd07429043	fix: adjust modal animation heights and scale transitions for improved visual consistency	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/domain/add/setup/components/forward-dns-records-modal.tsx	Preserve the tuned animation heights and scale values unchanged.	preserved by ancestry
185	dcb5efe6c93a7cad28bce40d87ee9dd2369addf5	feat: replace click-to-send with hold-to-send interaction for DNS instructions	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	1	apps/frontend/dashboard/src/features/domain/add/setup/components/forward-dns-records-modal.tsx; apps/frontend/dashboard/src/features/domain/add/setup/components/forward-dns-records.tsx	Keep the hold-to-send pointer and motion-value behavior; ensure both components remain below a client boundary.	mechanical port
186	1993102f8cf41a0828d19ce269d4edd446a0ffc4	feat: implement CommonUseCasesSidebar and update API detail components to support custom trigger rendering	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/contacts/common-use-cases-sidebar.tsx; apps/frontend/dashboard/src/features/contacts/contacts-shell.tsx	Port pathname selection to usePathname and preserve contacts/properties/channels/groups shell detection, detail/bulk exclusions, sidebar placement, and event-only external window opens.	semantic parity scenario
187	e6a3f8c3c88cfe4645b33791799a1ca80ed247bd	refactor: enhance group management with search states, updated empty state UI, and improved modal submission flow	mixed	UNIVERSAL_REACT,SHARED_BACKEND	0	apps/frontend/dashboard/src/features/contacts/components/groups/create-group-modal.tsx; packages/ui/src/components/input.tsx	Keep the dashboard modal/search behavior and the shared medium-input rounding change; no framework adaptation is needed.	preserved by ancestry
188	5b55ae20d664a87df9f626a56111358fd74da039	feat: add success variant to FancyButton and implement success state in CreateGroupModal	mixed	UNIVERSAL_REACT,SHARED_BACKEND	0	apps/frontend/dashboard/src/features/contacts/components/groups/create-group-modal.tsx; packages/ui/src/components/fancy-button.tsx	Preserve the group success-state flow and shared FancyButton success variant together.	preserved by ancestry
189	3fe03f815fb8b7d73e6fd96df65fe8503aec82d3	feat: add success variant shadow to fancy-button and fix minor formatting in create-group-modal	mixed	UNIVERSAL_REACT,SHARED_BACKEND	0	apps/frontend/dashboard/src/features/contacts/components/groups/create-group-modal.tsx; packages/ui/src/components/fancy-button.tsx; packages/tailwind/style.css	Preserve the shared success shadow token and its FancyButton use.	preserved by ancestry
190	19c32a205d29c4c9918c939888323340a4b86274	fix: prevent button interaction and update styling during group creation state	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/components/groups/create-group-modal.tsx	Preserve the success-state disabled and pointer-event behavior.	preserved by ancestry
191	50da27326a5d9deaa500fe27ca6505a7a0ed5cc9	feat: add edit group functionality and export action to group dropdown while refining UI component iconography.	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/contacts/components/groups/group-dropdown.tsx; apps/frontend/dashboard/src/features/contacts/contacts-modals.tsx	Port group detail navigation and Nuqs modal/id state; retain clipboard and Blob CSV export handlers, edit modal, PATCH/delete flows, and delayed success states.	semantic parity scenario
192	da083c0a6a8dc9c88e788fa48356cd01a61af0cf	refactor: enhance group dropdown animations, update icons, and replace row click events with link navigation in the group table	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT	2	apps/frontend/dashboard/src/features/contacts/components/groups/group-table.tsx	Replace the TanStack Link with a Next Link href containing the encoded groupId while preserving the link-only click target and keyboard behavior.	semantic parity scenario
193	697c6851e8cf007a883ac179c39e1aa7ec434e00	feat: add animated copy feedback to domain and API key dropdown menus and update action handlers	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/api-keys/table/api-key-actions-menu.tsx; apps/frontend/dashboard/src/features/domain/components/domain-dropdown.tsx	Port API-key detail navigation and Nuqs edit state; retain clipboard feedback, menu-close timing, and domain/API action dispatch.	semantic parity scenario
194	748c4d053f27f4a77ffdf08137e9b9c7445c4bf3	refactor: remove react-hook-form and valibot from EditApiKeyModal for a simplified state-driven implementation	dashboard-only	UNIVERSAL_REACT	2	apps/frontend/dashboard/src/features/api-keys/hooks/use-toggle-api-key.ts; apps/frontend/dashboard/src/features/api-keys/modals/edit-api-key-modal.tsx	Keep the non-optimistic toggle behavior, awaited invalidation, state-driven edit form, and success callbacks; validate them under the restored Query provider.	semantic parity scenario
195	e5c26934891141153f00fcb3da429dc8177cf694	refactor: format conditional logic and update success message in edit API key modal	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/api-keys/modals/edit-api-key-modal.tsx	Preserve formatting-equivalent logic and the Key Name Updated success copy.	preserved by ancestry
196	5c89bb32cb54802dcfa0f68fe5e436911bdb9a64	refactor: centralize Group type definition and update link styles across contact tables	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/hooks/use-contacts-query.ts; apps/frontend/dashboard/src/features/contacts/components/groups/group-table.tsx	Keep the centralized Group type, nullable createdAt handling, and link styling unchanged.	preserved by ancestry
197	da8085d19b6ea7c163a31f2fecd0bbe4dd50ea6f	feat: add llms.txt and sitemap.md support with corresponding routes and updates to documentation links	none	ENV_BUILD_DEPLOY,SHARED_BACKEND,TEST_DOCS	0	apps/frontend/docs/Dockerfile; apps/frontend/docs/src/app/sitemap.md/route.ts; apps/frontend/web/src/app/sitemap.md/route.ts	Leave the docs/web sitemap routes, proxy exclusions, Docker copy, and discovery documents untouched by the dashboard migration.	preserved by ancestry
198	a9d42688ca1c1edc94dff1f315dbde85ef5e379b	feat: implement search state and standardized empty states for contacts and properties components	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/components/contacts/contacts-empty-state.tsx; apps/frontend/dashboard/src/features/contacts/components/properties/properties-empty-state.tsx	Preserve the current empty-state/search behavior and props as framework-neutral React.	preserved by ancestry
199	4dc0589a85766358b1508fd9e58eaf93800350b9	refactor: redesign add property modal UI and streamline form state management	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/contacts/components/properties/property-table.tsx; apps/frontend/dashboard/src/features/contacts/components/properties/add-property-modal.tsx	Port filter-contacts navigation to a Next URL/search update that merges existing state; retain property modal state machines and clipboard handlers.	semantic parity scenario
200	c6a91afec0de995f80ec14314839090f78b6530f	refactor: replace text input confirmation with press-and-hold interaction in DeletePropertyModal	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	1	apps/frontend/dashboard/src/features/contacts/components/properties/delete-property-modal.tsx	Keep hold-to-delete motion and pointer handlers under a client boundary; no routing change is required.	mechanical port
201	2acacf67d27e2e3682509b4eb75126b23ca7c6aa	refactor: migrate property search and filters to URL query state and update filter component UI	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/contacts/components/properties/property-list.tsx; apps/frontend/dashboard/src/features/contacts/components/properties/property-filter-dropdown.tsx	Use the Next Nuqs adapter and preserve search/type/page URL keys, null-clearing semantics, and filter selection behavior.	semantic parity scenario
202	52e02624005d2e4fcfeff5a78a57bdae31615fea	feat: enhance empty state UI to support consolidated search and filter clearing	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT	2	apps/frontend/dashboard/src/features/contacts/components/properties/property-list.tsx; apps/frontend/dashboard/src/features/contacts/components/properties/properties-empty-state.tsx	Preserve the combined search/type clear operation and page reset as one user action.	semantic parity scenario
203	cfaf4ec1eae9c1ca6ce297b6a57e4cf4da8ed2f4	refactor: specify generic types for Map in buildLookups function in sitemap-md.ts	none	SHARED_BACKEND,TEST_DOCS	0	apps/frontend/web/src/lib/sitemap-md.ts	Leave the web sitemap Map typing fix untouched.	preserved by ancestry
204	c931e48baef1da73f93116fc2085bac20ed9a3b0	feat: add refresh capability to property list and animate table row transitions	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/components/properties/property-list.tsx; apps/frontend/dashboard/src/features/contacts/components/properties/property-table.tsx	Preserve manual React Query refetch and table-row animations unchanged.	preserved by ancestry
205	0e5ff94cffab5ed1347c02066a6b2799be331530	feat: implement inline group editing in the contact groups table using a new EditGroupForm component.	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT	2	apps/frontend/dashboard/src/features/contacts/components/groups/group-table.tsx; apps/frontend/dashboard/src/features/contacts/components/groups/edit-group-form.tsx	Port the dynamic group Link to Next while retaining inline edit expansion, modal fallback, event propagation, and query-state selection.	semantic parity scenario
206	20cc1de69d3baefdf7cf9e22b13062fd3f1a8624	refactor: replace standard buttons with FancyButton components across preference and subscription previews	mixed	UNIVERSAL_REACT,SHARED_BACKEND	0	apps/frontend/dashboard/src/features/contacts/components/channels/create-channel-preview.tsx; apps/frontend/links/src/app/preferences/[token]/preferences-content.tsx	Keep both dashboard preview and links-app FancyButton changes; do not revert the non-dashboard half.	preserved by ancestry
207	d9b78dc60ed2254439650636f6c1dda9b800cb9c	feat: update create channel modal UI with interactive styling, animated submission states, and FancyButton component	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/components/channels/create-channel-modal.tsx	Preserve the current channel modal submission and animated UI.	preserved by ancestry
208	45cc9dc490bd6aa1d484c217b8d3f4d8fb5da0de	refactor: replace text confirmation with hold-to-delete interaction in DeleteChannelModal	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/contacts/components/channels/channel-dropdown.tsx; apps/frontend/dashboard/src/features/contacts/components/channels/delete-channel.tsx	Port channel subscriber search navigation, pathname/detail detection, and post-delete replacement to Next; preserve Nuqs modal/id and clipboard behavior.	semantic parity scenario
209	505c9a3a82bb03e49a4131d7906c18c7859293e7	feat: replace contact loading spinners with skeletons in delete group and channel modals	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/components/channels/delete-channel.tsx; apps/frontend/dashboard/src/features/contacts/components/groups/delete-group.tsx	Preserve skeleton loading states unchanged.	preserved by ancestry
210	7521f9914dbeb0f1d5c6772ba4a718857d1f3fa9	feat: add toast-like deletion confirmation banners for contacts features	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT	2	apps/frontend/dashboard/src/features/contacts/contacts-shell.tsx; apps/frontend/dashboard/src/features/contacts/contacts-modals.tsx	Keep deletion confirmation state at ContactsShell lifetime and preserve modal callback wiring so banners survive the expected child updates.	semantic parity scenario
211	e297c6eca94909615c04a15309957a258e0e7835	feat: add success state and callback props to channel creation and update modals	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/components/channels/create-channel-modal.tsx; apps/frontend/dashboard/src/features/contacts/components/channels/edit-channel-modal.tsx	Preserve create/edit status states and success callback contracts.	preserved by ancestry
212	52b08cb3edfada693bc3229bff02a2393f151d66	feat: add animated copy-to-clipboard feedback state to channel dropdown menu items	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	1	apps/frontend/dashboard/src/features/contacts/components/channels/channel-dropdown.tsx	Keep event-only clipboard feedback under a client boundary.	mechanical port
213	ade39949074a322606b94fbd8bbaf589e990cffa	feat: add loading and success states to channel visibility toggle in dropdown	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/components/channels/channel-dropdown.tsx	Preserve awaited visibility toggle, completion state, and delayed menu close.	preserved by ancestry
214	02a63b576492bfdccf49903d1ffb6a66ac4d6edf	feat: implement contact creation flow with multi-method import support and API integration guides	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	3	apps/frontend/dashboard/src/routes/contacts.create.tsx; apps/frontend/dashboard/src/routeTree.gen.ts; apps/frontend/dashboard/src/features/contacts/create/create-contact-page.tsx	Create the protected Next /contacts/create page outside dashboard chrome but inside the organization provider; preserve pending-session loader, login redirect, all contact methods, API calls, and native-navigation replacements.	blocking migration requirement
215	f111b2a1c908aa73729ac030119bc00cecfc6a5c	refactor: update create-contact-page layout, rename label to Add Contact, and reorder Tailwind classes	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/create-contact-page.tsx	Preserve the full-height animated contact-creation layout and Add Contact copy.	preserved by ancestry
216	2fd3f24b94b48a0d68b477f273f505bcb7de33f2	feat: implement animated vertical carousel transitions for contact creation wizard steps	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/create-contact-page.tsx	Preserve vertical carousel transitions unchanged.	preserved by ancestry
217	37e11985ef45bf44d2727cc30241ffac4d692e93	style: adjust padding and layout spacing across contact creation components	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components	Preserve the contact-creation spacing, reordered method cards, and form event behavior.	preserved by ancestry
218	bfbcffd3c3876351af766d2c35790008faf8b72d	style: update icons and simplify card/container styling in contact creation components	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components	Preserve icon and container styling changes.	preserved by ancestry
219	1eff453d6a7066863f10f122878bfe8e6cf495a2	feat: add AI import step and update create contact stepper UI components	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/contacts/create/components/ai-import-step.tsx; apps/frontend/dashboard/src/features/contacts/create/components/method-selection-card.tsx	Recognize this as partially superseded by commit 234: retain the file if desired and port its navigation mechanically, but parity must keep AI import absent from the current method selector.	semantic parity scenario
220	5e0a892bf4968c0162c5d70b15ed1d09aa522329	refactor: update csv-import-step components to use Button and FancyButton and adjust layout styles	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components/csv-import-step.tsx	Preserve the FancyButton and layout refactor.	preserved by ancestry
221	2318bc89488abdb28a113a439b35cf2fbe7066ec	feat: add sample CSV download functionality and update file import requirements UI	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	1	apps/frontend/dashboard/src/features/contacts/create/components/csv-import-step.tsx	Keep the Blob/object-URL sample download as an event-only client handler.	mechanical port
222	e3988975a133615419e0335cd1a0173657d956da	fix: remove redundant top margin from CSV import description text	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components/csv-import-step.tsx	Preserve the spacing fix.	preserved by ancestry
223	6b2badbeb0fe78380373c1f2b29b0004f1df130b	feat: implement client-side CSV parsing, validation, and batched contact import logic	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR,TEST_DOCS	2	apps/frontend/dashboard/src/features/contacts/create/components/csv-import-step.tsx; apps/frontend/dashboard/src/features/contacts/create/utils/csv-parser.ts	Preserve FileReader parsing, size checks, batched create/group API calls, progress, final navigation, and parser tests; ensure the importer is client-rendered.	semantic parity scenario
